Umywalki -- Wymiary przyłączeniowe,PN-EN 31+A1:2014-07,{'PN-EN 31:2011'}
Wyłączniki różnicowoprądowe bez wbudowanego zabezpieczenia nadprądowego do użytku domowego i podobnego (RCCB) -- Część 2-1: Stosowanie postanowień ogólnych do wyłączników RCCB o działaniu niezależnym od napięcia sieci,PN-EN 61008-2-1:2007,{'PN-EN 61008-2-1:2002'}
Wyłączniki różnicowoprądowe z wbudowanym zabezpieczeniem nadprądowym do użytku domowego i podobnego (RCBO) -- Część 1: Postanowienia ogólne,PN-EN 61009-1:2013-06,"{'PN-EN 61009-1:2008/A13:2009', 'PN-EN 61009-1:2008', 'PN-EN 61009-1:2008/A11:2008', 'PN-EN 61009-1:2008/A14:2012', 'PN-EN 61009-1:2008/A12:2009'}"
Wyłączniki różnicowoprądowe z wbudowanym zabezpieczeniem nadprądowym do użytku domowego i podobnego (RCBO) -- Część 2-1: Stosowanie postanowień ogólnych do wyłączników RCBO o działaniu niezależnym od napięcia sieci,PN-EN 61009-2-1:2008,{'PN-EN 61009-2-1:2002'}
Bezpieczeństwo użytkowania narzędzi przenośnych o napędzie elektrycznym -- Część 2-3: Wymagania szczegółowe dotyczące strugarek i strugarek grubościowych,PN-EN 61029-2-3:2011,set()
Bezpieczeństwo użytkowania narzędzi przenośnych o napędzie elektrycznym -- Część 2-5: Wymagania szczegółowe dotyczące pilarek taśmowych,PN-EN 61029-2-5:2012,{'PN-EN 61029-2-5:2005'}
Bezpieczeństwo użytkowania narzędzi przenośnych o napędzie elektrycznym -- Część 2-8: Wymagania szczegółowe dotyczące jednowrzecionowych frezarek pionowych,PN-EN 61029-2-8:2010,{'PN-EN 61029-2-8:2004'}
Bezpieczeństwo użytkowania narzędzi przenośnych o napędzie elektrycznym -- Część 2-11: Wymagania szczegółowe dotyczące zintegrowanych pilarek do cięcia ukosowego i pilarek stołowych,PN-EN 61029-2-11:2013-07,{'PN-EN 61029-2-11:2010'}
Bezpieczeństwo użytkowania narzędzi przenośnych o napędzie elektrycznym -- Część 2-12: Wymagania szczegółowe dotyczące gwinciarek,PN-EN 61029-2-12:2011,set()
Bezpieczeństwo użytkowania narzędzi przenośnych o napędzie elektrycznym -- Część 2-12: Wymagania szczegółowe dotyczące gwinciarek do gwintów zewnętrznych,PN-EN 61029-2-12:2011,set()
Doładowywanie ołowiowych akumulatorów trakcyjnych,PN-EN 61044:2002,{'PN-EN 61044:2002'}
Przekształtniki elektroniczne obniżające napięcie prądu stałego lub przemiennego do żarówek -- Wymagania funkcjonalne,PN-EN 61047:2005,{'PN-EN 61047:2002'}
Urządzenia pomocnicze do lamp -- Kondensatory stosowane w obwodach świetlówek i innych lamp wyładowczych -- Wymagania ogólne i bezpieczeństwa,PN-EN 61048:2009,{'PN-EN 61048:2006'}
Urządzenia pomocnicze do lamp -- Kondensatory stosowane w obwodach świetlówek i innych lamp wyładowczych -- Wymagania funkcjonalne,PN-EN 61049:2000,set()
Transformatory do rurowych lamp wyładowczych o napięciach większych od 1 kV (zwanych ogólnie transformatorami neonowymi) -- Wymagania ogólne i bezpieczeństwa,PN-EN 61050:2002,set()
"Akumulatory kwasowo-ołowiowe ogólnego zastosowania (typy wyposażone w zawory) -- Część 1: Wymagania ogólne, charakterystyki funkcjonalne -- Metody badań",PN-EN 61056-1:2013-05,{'PN-EN 61056-1:2008'}
"Akumulatory kwasowo-ołowiowe ogólnego zastosowania (typy wyposażone w zawory) -- Część 2: Wymiary, końcówki i znakowanie",PN-EN 61056-2:2013-05,{'PN-EN 61056-2:2003'}
Prace pod napięciem -- Podnośniki z wysięgnikiem izolacyjnym stosowane do montażu na podwoziu,PN-EN 61057:2018-02,"{'PN-EN 61057:2002/AC:2006', 'PN-EN 61057:2002'}"
Łączniki do przyrządów -- Część 1: Wymagania ogólne,PN-EN IEC 61058-1:2018-08,"{'PN-EN 61058-1:2005/Ap1:2012', 'PN-EN 61058-1:2005/A2:2008', 'PN-EN 61058-1:2005', 'PN-EN 61058-1:2005/Ap2:2012'}"
Łączniki do przyrządów -- Część 1-1: Wymagania dla łączników mechanizmowych,PN-EN 61058-1-1:2016-12,set()
Łączniki do przyrządów -- Część 1-2: Wymagania dla łączników elektronicznych,PN-EN 61058-1-2:2016-12,set()
Łączniki do przyrządów -- Część 2-1: Wymagania szczegółowe dotyczące łączników do przewodów giętkich,PN-EN 61058-2-1:2011,{'PN-EN 61058-2-1:2004'}
Łączniki do przyrządów -- Część 2-1: Wymagania szczegółowe dotyczące łączników do przewodów giętkich,PN-EN 61058-2-1:2011,{'PN-EN 61058-2-1:2004'}
Łączniki do przyrządów -- Część 2-4: Wymagania szczegółowe dotyczące łączników montowanych niezależnie,PN-EN 61058-2-4:2010,{'PN-EN 61058-2-4:2006'}
Łączniki do przyrządów -- Część 2-5: Wymagania szczegółowe dotyczące przełączników,PN-EN 61058-2-5:2011,{'PN-EN 61058-2-5:2004'}
Łączniki do przyrządów -- Część 2-5: Wymagania szczegółowe dotyczące przełączników,PN-EN 61058-2-5:2011,{'PN-EN 61058-2-5:2004'}
"Łączniki do przyrządów -- Część 2-6: Wymagania szczególne dotyczące łączników stosowanych w napędach elektrycznych narzędzi ręcznych, przenośnych oraz w urządzeniach mechanicznych do trawników i prac ogrodowych",PN-EN IEC 61058-2-6:2019-04,{'PN-EN 61058-2-6:2017-01'}
Kondensatory do urządzeń energoelektronicznych,PN-EN 61071:2010,{'PN-EN 61071:2007'}
"Izolatory do linii napowietrznych -- Kompozytowe izolatory wiszące do sieci prądu przemiennego o znamionowym napięciu powyżej 1 000 V -- Definicje, metody badań i kryteria oceny",PN-EN 61109:2010,{'PN-EN 61109:2008'}
Prace pod napięciem -- Chodniki elektroizolacyjne,PN-EN 61111:2009,"{'PN-IEC 61111:2002/A1:2004', 'PKN-CLC/TS 61111:2007', 'PN-IEC 61111:2002', 'PN-IEC 61111:2002/Ap1:2003'}"
Prace pod napięciem -- Płachty elektroizolacyjne,PN-EN 61112:2009,{'PKN-CLC/TS 61112:2007'}
Suszarki bębnowe do użytku domowego -- Metody pomiaru cech funkcjonalnych,PN-EN 61121:2013-06,{'PN-EN 61121:2005'}
Lampy metalohalogenkowe -- Wymagania funkcjonalne,PN-EN 61167:2019-01,{'PN-EN 61167:2016-09'}
"Pilarki tarczowe ręczne o napędzie elektrycznym, zasilane z sieci -- Metody badań cech funkcjonalnych",PN-EN 61176:2004,{'PN-EN 61176:2002'}
Oprawki bagnetowe,PN-EN 61184:2017-12,"{'PN-EN 61184:2009', 'PN-EN 61184:2009/A1:2011'}"
Parametry charakterystyczne autonomicznych systemów fotowoltaicznych (PV),PN-EN 61194:2002,set()
Świetlówki dwutrzonkowe -- Wymagania bezpieczeństwa,PN-EN 61195:2005,{'PN-EN 61195:2003'}
Świetlówki jednotrzonkowe -- Wymagania bezpieczeństwa,PN-EN 61199:2011,{'PN-EN 61199:2006'}
Osprzęt połączeniowy -- Złączki wsuwkowe płaskie do elektrycznych przewodów miedzianych -- Wymagania bezpieczeństwa,PN-EN 61210:2010,{'PN-EN 61210:2000'}
Ceramiczne i szklane izolatory do linii napowietrznych o znamionowym napięciu powyżej 1000 V -- Próby przebicia napięciem udarowym w powietrzu,PN-EN 61211:2005,set()
Moduły fotowoltaiczne (PV) do zastosowań naziemnych -- Kwalifikacja konstrukcji i aprobata typu -- Część 1: Wymagania dotyczące badań,PN-EN 61215-1:2017-01,{'PN-EN 61215:2005'}
Moduły fotowoltaiczne (PV) do zastosowań naziemnych -- Kwalifikacja konstrukcji i aprobata typu -- Część 1-1: Wymagania szczególne dotyczące badań naziemnych modułów fotowoltaicznych (PV) wykonanych z krzemu krystalicznego,PN-EN 61215-1-1:2016-10,{'PN-EN 61215:2005'}
Moduły fotowoltaiczne (PV) do zastosowań naziemnych -- Kwalifikacja konstrukcji i aprobata typu -- Część 1-2: Wymagania szczegółowe dotyczące testowania modułów fotowoltaicznych (PV) cienkowarstwowych wytwarzanych na bazie tellurku kadmu (CdTe),PN-EN 61215-1-2:2017-07,{'PN-EN 61646:2008'}
Moduły fotowoltaiczne (PV) do zastosowań naziemnych -- Kwalifikacja konstrukcji i aprobata typu -- Część 1-3: Wymagania szczegółowe dotyczące testowania modułów fotowoltaicznych (PV) cienkowarstwowych wytwarzanych na bazie krzemu amorficznego,PN-EN 61215-1-3:2017-08,{'PN-EN 61646:2008'}
"Moduły fotowoltaiczne (PV) do zastosowań naziemnych -- Kwalifikacja konstrukcji i aprobata typu -- Część 1-4: Wymagania szczegółowe dotyczące testowania modułów fotowoltaicznych (PV) cienkowarstwowych wytwarzanych na bazie  Cu(In,Ga)(S,Se)2",PN-EN 61215-1-4:2017-08,{'PN-EN 61646:2008'}
Moduły fotowoltaiczne (PV) do zastosowań naziemnych -- Kwalifikacja konstrukcji i aprobata typu -- Część 2: Metody badań,PN-EN 61215-2:2017-05,{'PN-EN 61215:2005'}
"Prace pod napięciem -- Sprzęt do uziemiania lub uziemiania i zwierania, w którym zastosowano lance jako urządzenie zwierające -- Uziemianie lancą",PN-EN 61219:1997,set()
Świetlówki UV stosowane do opalania -- Metoda pomiaru i określania charakterystyk,PN-EN 61228:2008,{'PN-EN 61228:2002'}
Osłony izolacyjne sztywne do prac pod napięciem na urządzeniach prądu przemiennego,PN-EN 61229:2000,set()
Prace pod napięciem -- Przenośny sprzęt do uziemiania lub uziemiania i zwierania,PN-EN 61230:2011,{'PN-EN 61230:2009'}
Międzynarodowy system kodowania lamp (ILCOS),PN-EN 61231:2010,set()
Prace pod napięciem -- Rury izolacyjne puste do celów elektrycznych,PN-EN 61235:1999,set()
"Prace pod napięciem -- Uchwyty słupowe, opaski drążków i ich osprzęt",PN-EN 61236:2011,{'PN-EN 61236:2000'}
Sprzęt elektroinstalacyjny -- Przedłużacze zwijane do zastosowań domowych i podobnych,PN-EN 61242:2001,{'PN-IEC 1242:1998'}
Prace pod napięciem -- Wskaźniki napięcia -- Część 1: Wskaźniki typu pojemnościowego do stosowania przy napięciach przemiennych powyżej 1 kV,PN-EN 61243-1:2007,{'PN-EN 61243-1:2005'}
Prace pod napięciem -- Wskaźniki napięcia -- Część 2: Wskaźniki rezystancyjne do stosowania przy napięciach prądu przemiennego od 1 kV do 36 kV,PN-EN 61243-2:2002,set()
Prace pod napięciem -- Wskaźniki napięcia -- Część 3: Wskaźniki dwubiegunowe niskiego napięcia,PN-EN 61243-3:2015-04,{'PN-EN 61243-3:2010'}
Prace pod napięciem -- Wskaźniki napięcia -- Część 5: Układy do sprawdzania obecności napięcia (VDS),PN-EN 61243-5:2004,{'PN-EN 61243-5:2002'}
Elektryczne golarki do użytku domowego -- Metody badań cech funkcjonalnych,PN-EN 61254:2002,set()
Elektryczne poduszki do użytku domowego -- Metody badań cech funkcjonalnych,PN-EN 61255:2014-12,{'PN-EN 61255:2002'}
Kondensatory do kuchenek mikrofalowych -- Wymagania ogólne,PN-EN 61270-1:2000,set()
Elektroenergetyczne linie napowietrzne -- Wymagania i badania dotyczące osprzętu,PN-EN 61284:2002,"{'PN-E-06400-02:1991', 'PN-E-06400-01:1991'}"
Zastosowania kolejowe -- Przekształtniki mocy instalowane w taborze -- Część 1: Charakterystyki i metody badań,PN-EN 61287-1:2014-12,{'PN-EN 61287-1:2007'}
Urządzenia przemysłowe do nagrzewania mikrofalowego -- Metody badań mocy wyjściowej,PN-EN 61307:2011,{'PN-EN 61307:2010'}
Urządzenia do nagrzewania pojemnościowego wielkiej częstotliwości -- Metody badań mocy wyjściowej,PN-EN 61308:2010,{'PN-EN 61308:2006'}
Frytkownice do użytku domowego -- Metody badań cech funkcjonalnych,PN-EN 61309:2002,{'PN-E-08231-02:1988'}
"Bezpieczeństwo maszyn -- Wskazywanie, oznaczanie i sterowanie -- Część 1: Wymagania dotyczące sygnałów wizualnych, akustycznych i dotykowych",PN-EN 61310-1:2009,{'PN-EN 61310-1:2008'}
"Bezpieczeństwo maszyn -- Wskazywanie, oznaczanie i sterowanie -- Część 2: Wymagania dotyczące oznaczania",PN-EN 61310-2:2010,{'PN-EN 61310-2:2008'}
"Bezpieczeństwo maszyn -- Wskazywanie, oznaczanie i sterowanie -- Część 3: Wymagania dotyczące umiejscowienia i działania elementów sterowniczych",PN-EN 61310-3:2010,{'PN-EN 61310-3:2008'}
Przedłużacze przemysłowe zwijane,PN-EN 61316:2003,{'PN-EN 61316:2002'}
"Prace pod napięciem -- Ocena zgodności stosowana dla narzędzi, urządzeń i sprzętu",PN-EN 61318:2010,{'PN-EN 61318:2008'}
"Izolatory do linii napowietrznych o znamionowym napięciu powyżej 1000 V -- Ceramiczne i szklane izolatory do sieci prądu stałego -- Definicje, metody badań i kryteria oceny wyników",PN-EN 61325:2006,{'PN-EN 61325:2002'}
Metoda pomiaru światłości w osi optycznej wiązki oraz kąta (kątów) wiązki promieniowania lamp z odbłyśnikiem,PN-EN 61341:2011,set()
Badanie UV dla modułów fotowoltaicznych (PV),PN-EN 61345:2002,set()
Urządzenia do lamp -- Część 1: Wymagania ogólne i bezpieczeństwa,PN-EN 61347-1:2015-09,"{'PN-EN 61347-1:2010/A2:2013-06', 'PN-EN 61347-1:2010/A1:2011', 'PN-EN 61347-1:2010'}"
Urządzenia do lamp -- Część 1: Wymagania ogólne i bezpieczeństwa,PN-EN 61347-1:2015-09,"{'PN-EN 61347-1:2010/A2:2013-06', 'PN-EN 61347-1:2010/A1:2011', 'PN-EN 61347-1:2010'}"
Urządzenia do lamp -- Część 2-1: Wymagania szczegółowe dotyczące urządzeń zapłonowych (innych niż zapłonniki tlące),PN-EN 61347-2-1:2005,{'PN-EN 61347-2-1:2002'}
"Urządzenia do lamp -- Część 2-2: Wymagania szczegółowe dotyczące elektronicznych przekształtników obniżających napięcie, zasilanych prądem stałym lub przemiennym, do żarówek",PN-EN 61347-2-2:2012,"{'PN-EN 61347-2-2:2003/A1:2007', 'PN-EN 61347-2-2:2003', 'PN-EN 61347-2-2:2003/A2:2007'}"
"Urządzenia do lamp -- Część 2-3: Wymagania szczegółowe dotyczące elektronicznych urządzeń sterujących, zasilanych prądem przemiennym i/lub prądem stałym, do świetlówek",PN-EN 61347-2-3:2011,"{'PN-EN 61347-2-5:2002', 'PN-EN 61347-2-6:2002/AC:2011', 'PN-EN 61347-2-6:2002/AC:2008', 'PN-EN 61347-2-3:2005/AC:2011', 'PN-EN 61347-2-3:2005', 'PN-EN 61347-2-6:2002', 'PN-EN 60925:2002', 'PN-EN 61347-2-4:2007', 'PN-EN 61347-2-5:2002/AC:2008', 'PN-EN 61347-2-5:2002/AC:2011', 'PN-EN 61347-2-3:2005/A2:2007', 'PN-EN 61347-2-4:2007/AC:2011'}"
"Urządzenia do lamp -- Część 2-3: Wymagania szczegółowe dotyczące elektronicznych urządzeń sterujących, zasilanych prądem przemiennym i/lub prądem stałym, do świetlówek",PN-EN 61347-2-3:2011,"{'PN-EN 61347-2-5:2002', 'PN-EN 61347-2-6:2002/AC:2011', 'PN-EN 61347-2-6:2002/AC:2008', 'PN-EN 61347-2-3:2005/AC:2011', 'PN-EN 61347-2-3:2005', 'PN-EN 61347-2-6:2002', 'PN-EN 60925:2002', 'PN-EN 61347-2-4:2007', 'PN-EN 61347-2-5:2002/AC:2008', 'PN-EN 61347-2-5:2002/AC:2011', 'PN-EN 61347-2-3:2005/A2:2007', 'PN-EN 61347-2-4:2007/AC:2011'}"
"Urządzenia do lamp -- Część 2-7: Wymagania szczegółowe dotyczące urządzeń elektronicznych zasilanych z akumulatorów, do oświetlenia awaryjnego (z własnym zasilaniem)",PN-EN 61347-2-7:2012,{'PN-EN 61347-2-7:2009'}
"Urządzenia do lamp -- Część 2-7: Wymagania szczegółowe dotyczące urządzeń elektronicznych zasilanych z akumulatorów, do oświetlenia awaryjnego (z własnym zasilaniem)",PN-EN 61347-2-7:2012,{'PN-EN 61347-2-7:2009'}
Urządzenia do lamp -- Część 2-8: Wyodrębnione wymagania dotyczące stateczników do świetlówek,PN-EN 61347-2-8:2003,"{'PN-EN 61347-2-8:2002', 'PN-E-93440:1993'}"
Urządzenia do lamp -- Część 2-9: Wymagania szczegółowe dotyczące elektromagnetycznych urządzeń do lamp wyładowczych (z wyłączeniem świetlówek),PN-EN 61347-2-9:2013-06,"{'PN-EN 61347-2-9:2006', 'PN-EN 61347-2-9:2006/AC:2011', 'PN-EN 61347-2-9:2006/A2:2007'}"
Urządzenia do lamp -- Część 2-10: Wymagania szczegółowe dotyczące elektronicznych falowników i przekształtników przeznaczonych do zasilania wysoką częstotliwością lamp wyładowczych rurowych o zimnym zapłonie (rur neonowych),PN-EN 61347-2-10:2002,set()
Urządzenia do lamp -- Część 2-11: Wymagania szczegółowe dotyczące różnorodnych układów elektronicznych stosowanych w oprawach oświetleniowych,PN-EN 61347-2-11:2005,{'PN-EN 61347-2-11:2002'}
Urządzenia do lamp -- Część 2-12: Wymagania szczegółowe dotyczące stateczników elektronicznych zasilanych prądem stałym lub prądem przemiennym do lamp wyładowczych (z wyłączeniem świetlówek),PN-EN 61347-2-12:2006,{'PN-EN 61347-2-12:2006'}
Urządzenia do lamp -- Część 2-13: Wymagania szczegółowe dotyczące elektronicznych urządzeń sterujących zasilanych prądem stałym lub prądem przemiennym do modułów LED,PN-EN 61347-2-13:2015-04,"{'PN-EN 61347-2-13:2008', 'PN-EN 61347-2-13:2008/AC:2011'}"
Urządzenia do lamp -- Część 2-14: Wymagania szczegółowe dotyczące elektronicznych urządzeń sterujących zasilanych prądem stałym i/lub prądem przemiennym do lamp indukcyjnych fluorescencyjnych,PN-EN IEC 61347-2-14:2018-08,set()
Zastosowania kolejowe -- Wyposażenie taboru kolejowego -- Badania odporności na udary mechaniczne i wibracje,PN-EN 61373:2011,{'PN-EN 61373:2003'}
Elektroniczne wyposażenie kolejowe -- Sieć łączności pociągu (TCN) -- Część 1: Ogólna architektura,PN-EN 61375-1:2013-04,set()
Elektroniczne wyposażenie kolejowe -- Sieć łączności pociągu (TCN) -- Część 2-1: Przewodowa magistrala pociągu (WTB),PN-EN 61375-2-1:2013-04,set()
Elektroniczne wyposażenie kolejowe -- Sieć łączności pociągu (TCN) -- Część 2-2: Badanie zgodności przewodowej magistrali pociągu,PN-EN 61375-2-2:2013-04,set()
Elektroniczne wyposażenie kolejowe -- Sieć łączności pociągu (TCN) -- Część 2-3: Charakterystyka łączności TCN,PN-EN 61375-2-3:2016-02,set()
Elektroniczne wyposażenie kolejowe -- Sieć łączności pociągu (TCN) -- Część 2-5: Centralna ethernetowa magistrala pociągu,PN-EN 61375-2-5:2015-06,set()
Elektroniczne wyposażenie kolejowe -- Sieć łączności pociągu (TCN) -- Część 2-6: Łączność pomiędzy pokładem i bazami stałymi,PN-EN IEC 61375-2-6:2019-01,set()
Elektroniczne wyposażenie kolejowe -- Sieć łączności pociągu (TCN) -- Część 3-1: Wielofunkcyjna magistrala pojazdu (MVB),PN-EN 61375-3-1:2013-04,set()
Elektroniczne wyposażenie kolejowe -- Sieć łączności pociągu (TCN) -- Część 3-2: Badanie zgodności wielofunkcyjnej magistrali pojazdu (MVB),PN-EN 61375-3-2:2013-04,set()
Elektroniczne wyposażenie kolejowe -- Sieć łączności pociągu (TCN) -- Część 3-3: Magistrala wykorzystująca sieć CANopen (CCN),PN-EN 61375-3-3:2013-04,set()
Elektroniczne wyposażenie kolejowe -- Sieć łączności pociągu (TCN) -- Część 3-4: Ethernetowa Sieć Jednostek Pociągu (ECN),PN-EN 61375-3-4:2014-10,set()
Zastosowania kolejowe -- Tabor -- Metoda badań złożonych dla systemów trakcyjnych,PN-EN 61377:2016-08,"{'PN-EN 61377-1:2006', 'PN-EN 61377-3:2003', 'PN-EN 61377-2:2003', 'PN-EN 61377-1:2006/AC:2007'}"
Transformatory przekształtnikowe -- Część 1: Transformatory do zastosowań przemysłowych,PN-EN 61378-1:2011,{'PN-EN 61378-1:2000'}
Transformatory przekształtnikowe -- Część 2: Transformatory do układów wysokiego napięcia prądu stałego (HVDC),PN-EN 61378-2:2010,{'PN-EN 61378-2:2002'}
Wtórne ogniwa i akumulatory wykorzystywane w celu magazynowania energii w systemach energetyki odnawialnej -- Wymagania ogólne i metody badań -- Część 1: Zastosowanie w systemach fotowoltaicznych nie podłączonych do publicznej sieci energetycznej,PN-EN 61427-1:2013-12,{'PN-EN 61427:2009'}
Akumulatory do magazynowania energii odnawialnej -- Wymagania ogólne i metody badań -- Część 2: Zastosowanie w systemach podłączonych do publicznej sieci energetycznej,PN-EN 61427-2:2015-12,set()
Znakowanie ogniw i baterii wtórnych międzynarodowym symbolem recyklingu ISO 7000-1135 z uwzględnieniem wymagań dyrektyw 93/86/EEC i 91/157/EEC,PN-EN 61429:2000,set()
Ogniwa i baterie wtórne zawierające zasadowe lub inne niekwasowe elektrolity -- Przewodnik do oznaczania natężenia prądu w normach dotyczących wtórnych ogniw i baterii zasadowych,PN-EN 61434:2002,{'PN-EN 61434:2002'}
"Kompozytowe izolatory osłonowe -- Izolatory ciśnieniowe i bezciśnieniowe do urządzeń elektrycznych na znamionowe napięcie powyżej 1 000 V -- Definicje, metody badań, kryteria oceny i zalecenia konstrukcyjne",PN-EN 61462:2009,{'PN-EN 61462:2008'}
Izolatory kompozytowe wiszące do linii napowietrznych o znamionowym napięciu powyżej 1 000 V -- Część 1: Znormalizowane elementy złączy w okuciach i klasy wytrzymałości,PN-EN 61466-1:2016-12,{'PN-EN 61466-1:1999'}
Izolatory kompozytowe wiszące do linii napowietrznych o znamionowym napięciu powyżej 1000 V -- Część 2: Wymiary i właściwości elektryczne,PN-EN 61466-2:2002,set()
